Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2020-06-08,KOTAKBANK,EQ,1337.8,1355.0,1365.0,1315.5,1341.3,1336.75,1341.63,5302332,711378291805000.0,208653,2202926,0.4155
2020-06-09,KOTAKBANK,EQ,1336.75,1341.95,1360.0,1299.1,1303.25,1304.15,1334.44,5477338,730917205880000.0,207485,1965152,0.3588
2020-06-10,KOTAKBANK,EQ,1304.15,1304.5,1344.3,1303.6,1338.55,1332.25,1328.94,4876381,648041259730000.0,152477,1083609,0.22219999999999998
2020-06-11,KOTAKBANK,EQ,1332.25,1334.0,1334.4,1289.2,1299.0,1298.7,1306.9,4376824,572005502620000.0,151377,1081270,0.247
2020-06-12,KOTAKBANK,EQ,1298.7,1240.0,1289.7,1231.6,1280.0,1279.8,1260.24,8992434,1133259662910000.0,240356,3380413,0.37590000000000007
2020-06-15,KOTAKBANK,EQ,1279.8,1270.0,1271.15,1237.2,1250.0,1248.9,1247.31,7553579,942165648854999.9,185307,4380438,0.5799000000000001
2020-06-16,KOTAKBANK,EQ,1248.9,1276.0,1295.8,1238.1,1271.15,1276.8,1272.03,5266312,669888927295000.0,198898,1799786,0.3418
2020-06-17,KOTAKBANK,EQ,1276.8,1269.45,1284.95,1236.6,1247.5,1243.8,1260.41,5429464,684336590250000.0,159668,2089644,0.3849
2020-06-18,KOTAKBANK,EQ,1243.8,1240.0,1309.9,1228.35,1299.95,1303.35,1265.64,6672822,844535784210000.0,219274,2019920,0.3027
2020-06-19,KOTAKBANK,EQ,1303.35,1304.0,1315.75,1276.35,1304.3,1302.5,1298.18,8492619,1102495505115000.0,212532,2897018,0.3411
2020-06-22,KOTAKBANK,EQ,1302.5,1309.8,1385.0,1295.95,1360.0,1355.35,1344.97,7633967,1026742527885000.0,224861,2268220,0.29710000000000003
2020-06-23,KOTAKBANK,EQ,1355.35,1355.0,1395.7,1350.05,1394.6,1389.9,1374.24,4669833,641749102045000.0,178431,798896,0.425
2020-06-24,KOTAKBANK,EQ,1389.9,1392.0,1398.0,1336.95,1346.0,1343.9,1373.54,5332634,732457997755000.0,181894,2127124,0.39890000000000003
2020-06-25,KOTAKBANK,EQ,1343.9,1337.0,1389.75,1325.0,1367.15,1381.7,1366.39,9985038,1364347268920000.0,243119,4640972,0.4648
2020-06-26,KOTAKBANK,EQ,1381.7,1380.0,1382.95,1326.95,1349.2,1340.1,1341.68,6694715,898218028954999.9,206470,2363994,0.3531
2020-06-29,KOTAKBANK,EQ,1340.1,1336.1,1366.9,1313.0,1359.0,1355.65,1333.26,3819683,509264709935000.06,117930,1010626,0.2646
2020-06-30,KOTAKBANK,EQ,1355.65,1364.9,1372.9,1345.05,1352.3,1360.45,1360.08,4783169,650549705210000.0,142352,1723103,0.3602
2020-07-01,KOTAKBANK,EQ,1360.45,1319.0,1364.8,1316.0,1345.0,1356.75,1336.17,8939592,1194483195250000.0,301787,2841380,0.3178
2020-07-02,KOTAKBANK,EQ,1356.75,1358.15,1371.9,1342.3,1353.7,1352.0,1359.22,4993438,678719378415000.0,206186,1579481,0.31629999999999997
2020-07-03,KOTAKBANK,EQ,1352.0,1359.9,1368.7,1350.05,1352.0,1353.8,1359.16,2768223,376244844975000.0,107614,689030,0.2489
